"cie_code","cie_name","cie_sex","cie_limi","cie_limf","cie_mortality"
"Y153","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y154","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y155","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y156","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y157","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y158","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y159","ENVENENAMIENTO POR, Y EXPOSICION AL ALCOHOL , DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y160","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y161","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y162","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y163","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y164","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y165","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y166","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y167","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y168","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y169","ENVENENAMIENTO POR, Y EXPOSICION A DISOLVENTES ORGANICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y170","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y171","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y172","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y173","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y174","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y175","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y176","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y177","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y178","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y179","ENVENENAMIENTO POR, Y EXPOSICION A OTROS GASES Y VAPORES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y180","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y181","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y182","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y183","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y184","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y185","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y186","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y187","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y188","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y189","ENVENENAMIENTO POR, Y EXPOSICION A PLAGUICIDAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y190","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y191","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y192","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y193","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y194","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y195","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y196","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y197","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y198","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y199","ENVENENAMIENTO POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y200","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y201","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y202","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y203","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y204","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y205","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y206","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y207","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y208","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y209","AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACION, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y210","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y211","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y212","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y213","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y214","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y215","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y216","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y217","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y218","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y219","AHOGAMIENTO Y SUMERSION, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y220","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y221","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y222","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y223","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y224","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y225","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y226","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y227","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y228","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y229","DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y230","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y231","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y232","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y233","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y234","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y235","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y236","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y237","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y238","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y239","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y240","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y241","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y242","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y243","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y244","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y245","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y246","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y247","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y248","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y249","DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y250","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y251","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y252","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y253","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y254","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y255","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y256","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y257","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y258","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y259","CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y260","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y261","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y262","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y263","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y264","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y265","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y266","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y267","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y268","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y269","EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y270","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y271","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y272","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y273","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y274","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y275","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y276","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y277","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y278","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y279","CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y280","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y281","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y282","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y283","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y284","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y285","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y286","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y287","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y288","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y289","CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y290","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y291","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y292","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y293","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y294","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y295","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y296","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y297","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y298","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y299","CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y300","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y301","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
"Y302","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS","A","0","0","102"
"Y303","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO","A","0","0","102"
"Y304","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS","A","0","0","102"
"Y305","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS","A","0","0","102"
"Y306","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION","A","0","0","102"
"Y307","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: GRANJA","A","0","0","102"
"Y308","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO","A","0","0","102"
"Y309","CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO","A","0","0","102"
"Y310","CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: VIVIENDA","A","0","0","102"
"Y311","CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL","A","0","0","102"
